id,name,canteen,shop,location,category,price,original_price,price_dinein,price_takeout,delivery_available,addon_only,min_order,delivery_fee,package_fee,delivery_start,portion_g,kcal,protein_g,fat_g,carbs_g,fiber_g,sodium_mg,sugar_g,oil_level,is_fried,is_drink,tags,estimate_note,external_price_note,source_note,available_breakfast,available_lunch,available_dinner,dinein_available,takeout_available,item_role,component_type,standalone_allowed,meal_anchor,complete_meal,shop_mode,bundle_group,provides_group,requires_group,choice_group,choice_min,choice_max,package_fee_per_order,delivery_fee_per_order,rule_note,preference_categories,is_light,light_anchor,soup_meal,soup_priority,counts_for_preference,auto_attach_scope,auto_attach_value,movement_counted
D0175,盐焗鸡腿饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,620,31.0,17.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;相对清淡;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0176,秘制鸡排饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,900,34.0,44.0,88.0,3.0,950,3.0,高,1,0,油炸或煎烤;可作正餐;含主食;含蛋白质;高脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0177,玫瑰豉油鸡饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0178,咸香鸡饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0179,手撕鸡肉饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,620,31.0,17.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;相对清淡;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0180,湛江白切鸡饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,620,31.0,17.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;相对清淡;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,1,1,0,0,1,,,1
D0181,招牌烧鸭饭,一饭,肥仔烧腊,一饭,套餐,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,500,800,28.0,34.0,88.0,3.0,950,3.0,高,0,0,可作正餐;含主食;高脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0182,脆皮鸭腿饭,一饭,肥仔烧腊,一饭,套餐,13.0,13.0,13.0,13.0,1,0,0.0,1.2,1.0,,500,780,25.0,32.0,88.0,3.0,950,3.0,高,1,0,油炸或煎烤;可作正餐;含主食;高脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0183,隆江猪脚饭,一饭,肥仔烧腊,一饭,套餐,14.0,14.0,14.0,14.0,1,0,0.0,1.2,1.0,,500,800,28.0,34.0,88.0,3.0,950,3.0,高,0,0,可作正餐;含主食;高脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0184,蜜汁叉烧饭,一饭,肥仔烧腊,一饭,套餐,14.0,14.0,14.0,14.0,1,0,0.0,1.2,1.0,,500,800,28.0,34.0,88.0,3.0,950,3.0,高,0,0,可作正餐;含主食;高脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0185,茶树菇肉包,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,100,240,9,7,36,2,350,3,低,0,0,饮品;中脂;高糖,按肉包约100g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0186,鱼香肉丝包,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0187,麻香鸡腿包,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,90,250,10.0,9.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0188,香菇青菜包,一饭,面夫子,一饭,主食,1.5,1.5,1.5,1.5,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;含蔬菜;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0189,紫薯包,一饭,面夫子,一饭,主食,2.5,2.5,2.5,2.5,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0190,酸菜包,一饭,面夫子,一饭,主食,1.5,1.5,1.5,1.5,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0191,叉烧包,一饭,面夫子,一饭,主食,3.0,3.0,3.0,3.0,1,0,6.0,1.2,1.0,,90,250,10.0,9.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0192,鲜肉包,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,90,250,10.0,9.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0193,白馒头,一饭,面夫子,一饭,主食,1.0,1.0,1.0,1.0,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,1,1,0,0,1,,,1
D0194,红糖开花馒头,一饭,面夫子,一饭,主食,1.5,1.5,1.5,1.5,1,0,6.0,1.2,1.0,,90,250,7.0,6.0,32.0,1.5,350,12.0,中,0,0,主食;可作正餐;含糖;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0195,蛋挞,一饭,面夫子,一饭,主食,2.5,2.5,2.5,2.5,1,0,6.0,1.2,1.0,,120,260,5.0,8.0,43.0,2.0,200,10.0,中,0,0,主食;可作正餐;含糖;中脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,protein,1,0,0,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0196,猪肉粉丝蒸饺,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,90,250,10.0,9.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0197,八珍糯米粑,一饭,面夫子,一饭,主食,2.5,2.5,2.5,2.5,1,0,6.0,1.2,1.0,,120,260,5.0,8.0,43.0,2.0,200,10.0,中,0,0,主食;可作正餐;中脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,other,1,0,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0198,烧麦,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0199,糯米鸡,一饭,面夫子,一饭,主食,4.0,4.0,4.0,4.0,1,0,6.0,1.2,1.0,,180,380,12.0,14.0,54.0,2.0,600,3.0,中,0,0,主食;可作正餐;中脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,protein,1,0,0,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0200,南瓜糕,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,120,260,5.0,8.0,43.0,2.0,200,10.0,中,0,0,主食;可作正餐;含蔬菜;含糖;中脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,vegetable,1,0,0,normal,,,,,0,0,1.0,1.2,,主食;素菜,0,0,0,0,1,,,1
D0201,煎蛋,一饭,面夫子,一饭,荤菜,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,60,320,15.0,24.0,8.0,0.0,100,1.0,中,1,0,油炸或煎烤;蛋白质来源;中脂,按鸡蛋类常见份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,protein,1,0,0,normal,,,,,0,0,1.0,1.2,,荤菜,0,0,0,0,1,,,1
D0202,玉米蒸饺（6个）,一饭,面夫子,一饭,主食,3.0,3.0,3.0,3.0,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;含蔬菜;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,0,0,normal,,,,,0,0,1.0,1.2,,主食,1,0,0,0,1,,,1
D0203,牛肉饼,一饭,面夫子,一饭,主食,4.0,4.0,4.0,4.0,1,0,6.0,1.2,1.0,,350,470,13.0,10.0,78.0,2.0,850,3.0,中,0,0,主食;可作正餐;中脂;高碳水,按普通粉面/面点份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,protein,1,0,0,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0204,玉米肉饼,一饭,面夫子,一饭,主食,3.5,3.5,3.5,3.5,1,0,6.0,1.2,1.0,,160,170,5.0,2.0,36.0,4.0,50,7.0,中,0,0,主食;可作正餐;含蔬菜;低脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,0,0,normal,,,,,0,0,1.0,1.2,,主食,1,0,0,0,1,,,1
D0205,肉夹馍,一饭,面夫子,一饭,主食,4.5,4.5,4.5,4.5,1,0,6.0,1.2,1.0,,180,420,18.0,18.0,45.0,2.0,750,6.0,中,0,0,主食;可作正餐;中脂,按快餐单品常见份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,1,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0206,水煮蛋,一饭,面夫子,一饭,荤菜,1.2,1.2,1.2,1.2,1,0,6.0,1.2,1.0,,60,80,7.0,5.0,1.0,0.0,100,1.0,低,0,0,蛋白质来源;低脂,按鸡蛋类常见份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,protein,1,0,0,normal,,,,,0,0,1.0,1.2,,荤菜,1,0,0,0,1,,,1
D0207,茶叶蛋,一饭,面夫子,一饭,荤菜,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,55,80,7,5,1,0,300,0,低,0,0,饮品;中脂;高糖,按茶叶蛋1个约55g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,protein,1,0,0,normal,,,,,0,0,1.0,1.2,,荤菜,0,0,0,0,1,,,1
D0208,牛奶燕麦粥,一饭,面夫子,一饭,主食,3.5,3.5,3.5,3.5,1,0,6.0,1.2,1.0,,300,220,8,6,34,3,120,10,低,0,0,饮品;含乳;中脂;高糖,按牛奶燕麦粥300g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,1,1,0,0,1,,,1
D0209,小米南瓜粥,一饭,面夫子,一饭,主食,3.0,3.0,3.0,3.0,1,0,6.0,1.2,1.0,,300,180,6.0,4.0,32.0,2.0,180,8.0,中,0,0,主食;可作正餐;含蔬菜;低脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,1,1,0,0,1,,,1
D0210,红枣豆浆,一饭,面夫子,一饭,饮品,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,300,150,7.0,4.0,22.0,1.0,80,14.0,低,0,1,饮品;含蛋白质;含糖;低脂,按中杯饮品约500ml估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,drink,1,0,0,normal,,,,,0,0,1.0,1.2,,饮品,1,0,0,0,1,,,1
D0211,甜糯玉米半根,一饭,面夫子,一饭,主食,2.5,2.5,2.5,2.5,1,0,6.0,1.2,1.0,,160,170,5.0,2.0,36.0,4.0,50,7.0,中,0,0,主食;可作正餐;含蔬菜;含糖;低脂,按早餐主食/糕点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,0,0,normal,,,,,0,0,1.0,1.2,,主食,1,0,0,0,1,,,1
D0212,海苔寿司饭团,一饭,面夫子,一饭,套餐,3.5,3.5,3.5,3.5,1,0,6.0,1.2,1.0,,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0213,玉米鸡汁汤包,一饭,面夫子,一饭,主食,2.0,2.0,2.0,2.0,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;含蔬菜;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,1,1,0,0,1,,,1
D0214,小笼汤包,一饭,面夫子,一饭,主食,6.0,6.0,6.0,6.0,1,0,6.0,1.2,1.0,,90,210,7.0,6.0,32.0,1.5,350,4.0,中,0,0,主食;可作正餐;中脂,按单个/单份面点估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,1,0,0,1,1,base,staple,1,1,0,normal,,,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0215,卤肉饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0216,招牌牛肉饭,一饭,高手卤肉饭,一饭,套餐,16.0,16.0,16.0,16.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0217,可乐鸡饭,一饭,高手卤肉饭,一饭,套餐,14.0,14.0,14.0,14.0,1,0,8.0,1.2,1.0,16:30,500,720,28,22,95,3,900,12,低,0,0,饮品;高糖;低脂,按米饭200g+可乐鸡+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0218,海苔烧鸡饭,一饭,高手卤肉饭,一饭,套餐,14.0,14.0,14.0,14.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,原菜单未标价，按同类饭品估计,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0219,黑椒鸡扒饭,一饭,高手卤肉饭,一饭,套餐,14.0,14.0,14.0,14.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0220,蜜汁贝贝鸡饭,一饭,高手卤肉饭,一饭,套餐,13.0,13.0,13.0,13.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0221,脆香鸡腿块饭,一饭,高手卤肉饭,一饭,套餐,14.0,14.0,14.0,14.0,1,0,8.0,1.2,1.0,16:30,500,780,31.0,32.0,88.0,3.0,950,3.0,高,1,0,可作正餐;含主食;含蛋白质;高脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0222,蜜汁小鸡腿饭,一饭,高手卤肉饭,一饭,套餐,14.0,14.0,14.0,14.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0223,孜然烤肉拌饭,一饭,高手卤肉饭,一饭,套餐,13.0,13.0,13.0,13.0,1,0,8.0,1.2,1.0,16:30,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0224,照烧烤肉拌饭,一饭,高手卤肉饭,一饭,套餐,13.0,13.0,13.0,13.0,1,0,8.0,1.2,1.0,16:30,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0225,甜辣烤肉拌饭,一饭,高手卤肉饭,一饭,套餐,13.0,13.0,13.0,13.0,1,0,8.0,1.2,1.0,16:30,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含糖;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0226,黑椒烤肉拌饭,一饭,高手卤肉饭,一饭,套餐,13.0,13.0,13.0,13.0,1,0,8.0,1.2,1.0,16:30,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0227,卤肉拼贝贝鸡饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0228,卤肉拼小鸡腿饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0229,卤肉拼鸡腿块饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0230,卤肉拼东北烤肉饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,25.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0231,卤肉拼可乐鸡饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,520,780,32,28,95,3,1100,10,低,0,0,饮品;高糖;低脂,按米饭+卤肉+可乐鸡估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0232,卤肉拼海苔鸡饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0233,卤肉拼黑椒鸡扒饭,一饭,高手卤肉饭,一饭,套餐,15.0,15.0,15.0,15.0,1,0,8.0,1.2,1.0,16:30,500,680,31.0,22.0,88.0,3.0,950,3.0,中,0,0,可作正餐;含主食;含蛋白质;中脂;高蛋白;高碳水,按米饭200g+主菜+配菜估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,1,1,normal,,,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0234,宽粉50g,一饭,老成都麻辣烫/麻辣拌,一饭,主食,1.98,1.98,1.98,1.98,0,1,8.0,1.2,1.0,16:30,50,75,0.5,0.1,18,0.5,5,0,中,0,0,主食;可作正餐;中脂;高碳水;高钠,按湿宽粉50g估算,麻辣烫配菜，单点不配送，仅用于同店组合,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,custom_component,staple,0,1,0,custom_mix,laochengdu_mix,,,,0,0,1.0,1.2,必须与同店其他食材组成麻辣烫/麻辣拌，不能单点成餐,主食,0,0,0,0,1,,,1
